NCESSCH,LEAID,NAME,OPSTFIPS,STREET,CITY,STATE,ZIP,STFIP,CNTY,NMCNTY,LOCALE,LAT,LON,CBSA,NMCBSA,CBSATYPE,CSA,NMCSA,NECTA,NMNECTA,CD,SLDL,SLDU,SCHOOLYEAR
060001909275,0600019,Frederiksen Elementary,06,7243 Tamarack Dr.,Dublin,CA,94568,06,06001,Alameda County,21,37.71523,-121.922957,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001909276,0600019,Murray Elementary,06,8435 Davona Dr.,Dublin,CA,94568,06,06001,Alameda County,21,37.721835,-121.932569,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001909278,0600019,Wells Middle,06,6800 Penn Dr.,Dublin,CA,94568,06,06001,Alameda County,21,37.711839,-121.918954,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001912078,0600019,John Green Elementary,06,3300 Antone Way,Dublin,CA,94568,06,06001,Alameda County,21,37.718702,-121.862542,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001912927,0600019,Harold William Kolb,06,3150 Palermo Way,Dublin,CA,94568,06,06001,Alameda County,41,37.712183,-121.85867,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001913169,0600019,Eleanor Murray Fallon,06,3601 Kohnen Way,Dublin,CA,94568,06,06001,Alameda County,21,37.715686,-121.865887,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001913862,0600019,J. M. Amador Elementary,06,2100 E. Cantara Dr.,Dublin,CA,94568,06,06001,Alameda County,41,37.718762,-121.843041,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001914329,0600019,Dublin Unified Preschool,06,7997 Vomac Rd.,Dublin,CA,94568,06,06001,Alameda County,21,37.714587,-121.936063,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001914338,0600019,Dublin Unified Transition Program,06,6901 York Dr.,Dublin,CA,94568,06,06001,Alameda County,21,37.709742,-121.920907,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001914370,0600019,Cottonwood Creek,06,2400 Central Pkwy.,Dublin,CA,94568,06,06001,Alameda County,41,37.709123,-121.847002,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001914628,0600019,York Alternative Learning Center,06,6901 York Dr.,Dublin,CA,94568,06,06001,Alameda County,21,37.709742,-121.920907,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060001914675,0600019,Emerald High School,06,3600 Central Parkway,Dublin,CA,94568,06,06001,Alameda County,21,37.708362,-121.864924,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002006951,0600020,Henry P. Mohr Elementary,06,3300 Dennis Dr.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.692,-121.8606,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002008444,0600020,Thomas S. Hart Middle,06,4433 Willow Rd.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.6858,-121.897,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002008445,0600020,Phoebe Apperson Hearst Elementary,06,5301 Case Ave.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6521,-121.8855,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009279,0600020,Foothill High,06,4375 Foothill Rd.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.6732,-121.9192,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009280,0600020,Village High,06,4645 Bernal Ave.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6558,-121.8749,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009282,0600020,Amador Valley High,06,1155 Santa Rita Rd.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6684,-121.8751,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009283,0600020,Donlon Elementary,06,4150 Dorman Rd.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.6843,-121.908,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009284,0600020,Lydiksen Elementary,06,7700 Highland Oaks Dr.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.6807,-121.9206,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009285,0600020,Alisal Elementary,06,1454 Santa Rita Rd.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6719,-121.8708,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009286,0600020,Fairlands Elementary,06,4151 W. Las Positas Blvd.,Pleasanton,CA,94588,06,06001,Alameda County,13,37.6924,-121.874,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009287,0600020,Valley View Elementary,06,480 Adams Way,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6603,-121.8622,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009288,0600020,Walnut Grove Elementary,06,1999 Harvest Rd.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6732,-121.8855,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009289,0600020,Harvest Park Middle,06,4900 Valley Ave.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6756,-121.8827,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009290,0600020,Vintage Hills Elementary,06,1125 Concord St.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6555,-121.8554,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002009682,0600020,Pleasanton Middle,06,5001 Case Ave.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6547,-121.8839,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002013494,0600020,Harvest Park Preschool Center,06,4900 Valley Ave.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.6756,-121.8827,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002014629,0600020,The Pleasanton Virtual Academy,06,245 Abbie St.,Pleasanton,CA,94566,06,06001,Alameda County,13,37.656795,-121.875031,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06016,06007,2022-2023
060002109291,0600021,Sunol Glen Elementary,06,11601 Main St.,Sunol,CA,94586,06,06001,Alameda County,41,37.593889,-121.885035,41860,"San Francisco-Oakland-Berkeley, CA",1,488,"San Jose-San Francisco-Oakland, CA",N,N,0615,06020,06007,2022-2023
060002200374,0600022,Mendota Continuation High,06,211 Smoot Ave.,Mendota,CA,93640,06,06019,Fresno County,32,36.754982,-120.390303,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002200395,0600022,Mendota High,06,1200 Belmont Ave.,Mendota,CA,93640,06,06019,Fresno County,41,36.748115,-120.378616,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002207970,0600022,Mendota Community Day,06,241 Smoot Ave.,Mendota,CA,93640,06,06019,Fresno County,32,36.754982,-120.390303,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002209292,0600022,McCabe Elementary,06,250 S. Derrick St.,Mendota,CA,93640,06,06019,Fresno County,32,36.759553,-120.387228,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002209293,0600022,Mendota Junior High,06,1258 E. Belmont Ave.,Mendota,CA,93640,06,06019,Fresno County,41,36.748064,-120.382764,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002209294,0600022,Washington Elementary,06,1599 Fifth St.,Mendota,CA,93640,06,06019,Fresno County,32,36.755285,-120.383232,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002213773,0600022,Mendota Elementary,06,605 Bass Ave.,Mendota,CA,93640,06,06019,Fresno County,41,36.766354,-120.381563,23420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2022-2023
060002503570,0600025,Aurelia Pennekamp Elementary,06,110 S. Rowell,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8788,-118.389,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002503573,0600025,Grand View Elementary,06,455 24th St.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8944,-118.4126,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002503575,0600025,Meadows Avenue Elementary,06,1200 Meadows Ave.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8889,-118.3911,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002503576,0600025,Pacific Elementary,06,1200 Pacific Ave.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8895,-118.4028,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002505922,0600025,Opal Robinson Elementary,06,80 Morningside Dr.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8779,-118.4043,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002506328,0600025,Mira Costa High,06,1401 Artesia Blvd.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8747,-118.3894,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002507535,0600025,Manhattan Beach Middle,06,1501 N. Redondo Ave.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.8896,-118.3837,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002513480,0600025,Manhattan Beach Preschool,06,1431 15th St.,Manhattan Beach,CA,90266,06,06037,Los Angeles County,21,33.889,-118.3884,31080,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0633,06066,06026,2022-2023
060002604544,0600026,Frazier Mountain High,06,700 Falcon Way,Lebec,CA,93243,06,06029,Kern County,41,34.799712,-118.891466,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
060002609485,0600026,El Tejon Elementary,06,4337 Lebec Rd.,Lebec,CA,93243,06,06029,Kern County,42,34.873258,-118.887523,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
060002609486,0600026,Frazier Park Elementary,06,3149 San Carlos Trail,Frazier Park,CA,93243,06,06029,Kern County,32,34.822548,-118.939602,12540,"Bakersfield, CA",1,N,N,N,N,0623,06034,06016,2022-2023
060002702451,0600027,Tuscany Hills Elementary,06,23 Ponte Russo,Lake Elsinore,CA,92532,06,06065,Riverside County,21,33.6862,-117.289,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002702452,0600027,Donald Graham Elementary,06,35450 Frederick St.,Wildomar,CA,92595,06,06065,Riverside County,21,33.6059,-117.257,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002705011,0600027,David A. Brown Middle,06,21861 Grand Ave.,Wildomar,CA,92595,06,06065,Riverside County,41,33.5916,-117.2762,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002707605,0600027,William Collier Elementary,06,20150 Mayhall Dr.,Wildomar,CA,92595,06,06065,Riverside County,21,33.6166,-117.301,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709488,0600027,Ortega High,06,520 Chaney St. Bldg. 100,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6817,-117.336,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709489,0600027,Elsinore High,06,21800 Canyon Dr.,Wildomar,CA,92595,06,06065,Riverside County,21,33.6241,-117.2788,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709490,0600027,Elsinore Elementary,06,512 W. Sumner Ave.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6724,-117.3323,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709491,0600027,Machado Elementary,06,15150 Joy St.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6835,-117.3759,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709492,0600027,Wildomar Elementary,06,21575 Palomar Rd.,Wildomar,CA,92595,06,06065,Riverside County,21,33.603,-117.2723,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709493,0600027,Elsinore Middle,06,1203 W. Graham Ave.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6727,-117.3403,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709496,0600027,Terra Cotta Middle,06,29291 Lake St.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.694,-117.3928,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709497,0600027,Railroad Canyon Elementary,06,1300 Mill St.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6644,-117.3092,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002709498,0600027,Withrow Elementary,06,30100 Audelo St.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6832,-117.3956,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002710280,0600027,Temescal Canyon High,06,28755 El Toro Rd.,Lake Elsinore,CA,92532,06,06065,Riverside County,21,33.7033,-117.3479,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002710281,0600027,Luiseno,06,13500 Mountain Rd.,Corona,CA,92883,06,06065,Riverside County,21,33.725,-117.4245,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002710352,0600027,Rice Canyon Elementary,06,29535 W.wind Dr.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6979,-117.4015,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002710587,0600027,Cottonwood Canyon Elementary,06,32100 Lost Rd.,Lake Elsinore,CA,92532,06,06065,Riverside County,21,33.6582,-117.2567,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002710588,0600027,Canyon Lake Middle,06,33005 Canyon Hills Rd.,Lake Elsinore,CA,92532,06,06065,Riverside County,21,33.6594,-117.2537,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002711036,0600027,Lakeside High,06,32593 Riverside Dr.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6693,-117.3827,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002711037,0600027,Ronald Reagan Elementary,06,35445 Porras Rd.,Wildomar,CA,92595,06,06065,Riverside County,21,33.606,-117.242,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002712001,0600027,Earl Warren Elementary,06,41221 Rosetta Canyon Rd.,Lake Elsinore,CA,92532,06,06065,Riverside County,21,33.6961,-117.3173,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002712094,0600027,Keith McCarthy Academy,06,1405 Ed Way,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.682637,-117.335312,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002712772,0600027,Lakeland Village,06,18730 Grand Ave.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.6278,-117.3249,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002713213,0600027,Preschool,06,565 Chaney St.,Lake Elsinore,CA,92580,06,06065,Riverside County,21,33.683481,-117.335783,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002714467,0600027,Alberhill Elementary,06,4170 Brianna Cir.,Lake Elsinore,CA,92530,06,06065,Riverside County,21,33.709375,-117.381866,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06067,06028,2022-2023
060002803647,0600028,Vail Ranch Middle,06,33340 Camino Piedra Rojo,Temecula,CA,92592,06,06065,Riverside County,12,33.4818,-117.0772,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002805012,0600028,Paloma Elementary,06,42940 Via Rami,Temecula,CA,92592,06,06065,Riverside County,12,33.5006,-117.1055,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002806276,0600028,Pauba Valley Elementary,06,33125 Regina Dr.,Temecula,CA,92592,06,06065,Riverside County,12,33.4722,-117.0807,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002807222,0600028,Chaparral High,06,27215 Nicolas Rd.,Temecula,CA,92591,06,06065,Riverside County,12,33.5384,-117.1475,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06075,06028,2022-2023
060002807223,0600028,Vintage Hills Elementary,06,42240 Camino Romo,Temecula,CA,92592,06,06065,Riverside County,12,33.5084,-117.0994,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002808270,0600028,Helen Hunt Jackson Elementary,06,32400 Camino San Dimas,Temecula,CA,92592,06,06065,Riverside County,12,33.4601,-117.0909,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002808271,0600028,Abby Reinke Elementary,06,43799 Sunny Meadows Dr.,Temecula,CA,92592,06,06065,Riverside County,12,33.492,-117.0873,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002808272,0600028,James L. Day Middle,06,40775 Camino Campos Verdes,Temecula,CA,92591,06,06065,Riverside County,12,33.5274,-117.1452,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0642,06075,06028,2022-2023
060002809499,0600028,Temecula Valley High,06,31555 Rancho Vista Rd.,Temecula,CA,92592,06,06065,Riverside County,12,33.5022,-117.1181,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002809500,0600028,Rancho Vista High,06,32225 Pio Pico Rd.,Temecula,CA,92592,06,06065,Riverside County,12,33.4877,-117.1041,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
060002809501,0600028,Temecula Middle,06,42075 Meadows Pkwy.,Temecula,CA,92592,06,06065,Riverside County,12,33.5033,-117.0967,40140,"Riverside-San Bernardino-Ontario, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0650,06075,06028,2022-2023
